Date,Close
12/29/2017,385.04
12/28/2017,385.51
12/27/2017,383.67
12/26/2017,382.46
12/25/2017,380.28
12/22/2017,380.28
12/21/2017,377.65
12/20/2017,379.01
12/19/2017,383.8
12/18/2017,392.23
12/15/2017,389.57
12/14/2017,386.91
12/13/2017,387.4
12/12/2017,386.83
12/11/2017,384.86
12/8/2017,385.07
12/7/2017,382.73
12/6/2017,381.85
12/5/2017,382.48
12/4/2017,385.97
12/1/2017,387.22
11/30/2017,386.39
11/29/2017,385.66
11/28/2017,384.94
11/27/2017,386.57
11/24/2017,388.66
11/23/2017,388.07
11/22/2017,388.07
11/21/2017,388.97
11/20/2017,386.13
11/17/2017,387.31
11/16/2017,388.65
11/15/2017,385.62
11/14/2017,389.5
11/13/2017,390.25
11/10/2017,388.29
11/9/2017,387.72
11/8/2017,387.1
11/7/2017,385.54
11/6/2017,382.1
11/3/2017,379.82
11/2/2017,380.6
11/1/2017,378.06
10/31/2017,376.45
10/30/2017,376.41
10/27/2017,377.13
10/26/2017,375.42
10/25/2017,378.19
10/24/2017,379.23
10/23/2017,381.75
10/20/2017,383.06
10/19/2017,385.07
10/18/2017,386.54
10/17/2017,387.16
10/16/2017,386.7
10/13/2017,388.41
10/12/2017,387.41
10/11/2017,385.41
10/10/2017,384.12
10/9/2017,383.04
10/6/2017,382.22
10/5/2017,383.68
10/4/2017,382.27
10/3/2017,380.38
10/2/2017,380.51
9/29/2017,381.11
9/28/2017,380.8
9/27/2017,378.25
9/26/2017,381.95
9/25/2017,381.35
9/22/2017,378.97
9/21/2017,381.27
9/20/2017,382.25
9/19/2017,383.28
9/18/2017,385.97
9/15/2017,387.76
9/14/2017,387.08
9/13/2017,383.69
9/12/2017,384.35
9/11/2017,388.95
9/8/2017,385.96
9/7/2017,385.28
9/6/2017,382.87
9/5/2017,381.94
9/4/2017,382.92
9/1/2017,382.92
8/31/2017,381.36
8/30/2017,379.26
8/29/2017,376.89
8/28/2017,377.39
8/25/2017,380.18
8/24/2017,378.58
8/23/2017,379.85
8/22/2017,376.27
8/21/2017,377.46
8/18/2017,373.32
